Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,SIC Code,SIC Description,SIC Code - collectIndustries Served,SIC Description - Industries Served,Year Founded,Number of Employees,Budget,Number of Members,Library Maintained,Awards Bestowed,Award Type,Publications Issued,Publication Type,Publication Frequency,Advertising Accepted,Conventions/Meetings Held,Conventions/Meeting Type,Exhibits,Subject Descriptor,Section Number,Section Heading,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"VHXQLE383403311","Degree of Pocahontas, Improved Order of Red Men","4521 Speight Ave.","","","","","Waco, TX 76711 USA","Waco","TX","76711","United States","254","(254)756-1221","","(254)756-4828","info@redmen.org","http://www.redmen.org","","","8322","Individual and Family Services","1885","3","","7154","Yes","None Reported","","","","","","None Reported","","","Red Men","10","Fraternal, Nationality, and Ethnic Organizations","Mary K. Washburn","","","",""
"BIENBU447165006","Delta Delta Delta","2331 Brookhollow Plaza Dr.","","","","","Arlington, TX 76006 USA","Arlington","TX","76006","United States","817","(817)633-8001","","(817)652-0212","info@trideltaeo.org","http://www.tridelta.org; http://www.facebook.com/TriDeltaEO; http://www.linkedin.com/company/260683; http://twitter.com/TriDelta","2721","Periodicals","","","1888","69","7412323","","None Reported","Yes","Scholarship; Fellowship","","Magazine","quarterly","No","None Reported","","","Social Sororities","17","Greek and Non-Greek Letter Societies, Associations, and Federations","Karen Hughes White","","","",""
"PKBUNO794415534","Delta Phi Omega Sorority, Inc.","2020 Bailey St.","","","","","Houston, TX 77006 USA","Houston","TX","77006","United States","","","","","nationalcouncil@deltaphiomega.org","http://deltaphiomega.org","","","","","1998","","","","None Reported","None Reported","","","","","","None Reported","","","Sororities","17","Greek and Non-Greek Letter Societies, Associations, and Federations","Harini Morisetty","","","",""
"FLBIMU906033405","Dream Pursuit","PO Box 293431","","","","","Kerrville, TX 78029 USA","Kerrville","TX","78029","United States","573","(573)421-5580","","","dream@dreampursuit.org","http://www.dreampursuit.org; http://www.facebook.com/Dreampursuitorg-254369445303","","","","","","","","","None Reported","None Reported","","","","","","None Reported","","","Children; Recreation; Hunting; Terminally Ill; Outdoor Recreation","07","Social Welfare Organizations","Rick Davis","","","",""
"SQKHPU374173980","Drilling Engineers Committee","International Association of Drilling Contractors","10370 Richmond Ave., Ste. 760","","","","Houston, TX 77042 USA","Houston","TX","77042","United States","713","(713)292-1945","","(713)292-1946","","http://dea-global.org","","","1781","Water Well Drilling","","","","","None Reported","None Reported","","","","","","None Reported","","","Petroleum","01","Trade, Business, and Commercial Organizations","","","","",""
"EMOMHH602980800","DUI Defense Lawyers Association (DUIDLA)","800 E Campbell Rd., Ste. 110","","","","","Richardson, TX 75081 USA","Richardson","TX","75081","United States","972","(972)943-8500","","","execdirector@duidla.org","http://duidla.org; http://www.facebook.com/DUIDLA; http://twitter.com/DUIDLA","","","8111","Legal Services","2014","","","","None Reported","None Reported","","","","","","None Reported","","","Attorneys; Drunk Driving","03","Legal, Governmental, Public Administration, and Military Organizations","Deandra Grant","","","",""
"NYNVTL355632572","DUSTOFF Association (DA)","PO Box 8091, Wainwright Sta.","","","","","San Antonio, TX 78208 USA","San Antonio","TX","78208","United States","","","","","info@dustoff.org","http://www.dustoff.org; http://www.facebook.com/TheDustoffAssociation; http://twitter.com/DUSTOFF_Assoc","","","8412","Museums and Art Galleries","1980","9","5478","","None Reported","Yes","Recognition","","","","","Yes","meeting","","Army","12","Veterans', Hereditary, and Patriotic Organizations","","","","",""
"APSELA382294173","Early Day Gas Engine and Tractor Association (EDGE&TA)","c/o Carrie Jo Parmley, Secretary","15246 Seven League Rd.","","","","Tyler, TX 75703 USA","Tyler","TX","75703","United States","903","(903)360-0396","","","","http://edgeta.com","","","","","1957","","118053","11000","None Reported","None Reported","","","","","","None Reported","","","Engines","13","Hobby and Avocational Organizations","","","","",""
"DAGNKP248183441","East West Ministries International","2001 W Plano Pky., Ste. 3000","","","","","Plano, TX 75075 USA","Plano","TX","75075","United States","972","(972)941-4500","","(469)440-7633","info@eastwest.org","http://www.eastwest.org; http://www.facebook.com/ewministries; http://twitter.com/ewmi","","","8322","Individual and Family Services","1993","141","16594326","","None Reported","None Reported","","","","","","None Reported","","","Philanthropy; Computers; Recycling","07","Social Welfare Organizations","Kurt Nelson","","","",""
"KUPUYU194614147","Ecumenical and Interreligious Leaders Network (EILN)","Bldg. D, Ste. 3","2921 E 17th St.","","","","Austin, TX 78702 USA","Austin","TX","78702","United States","512","(512)386-9145","","(512)385-1430","iact@interfaithtexas.org","http://eiln.org","","","8661","Religious Organizations","1940","1","50875","250","None Reported","None Reported","","","Newsletter","","No","None Reported","","","Ecumenical","11","Religious Organizations","Simon Talma Flowers","","","",""
"MJCXHK293680484","Electronic Security Association (ESA)","6333 N State Highway 161, Ste. 350","","","","","Irving, TX 75038 USA","Irving","TX","75038","United States","972","(972)807-6800","888-447-1689","(972)807-6883","","http://www.esaweb.org","2731; 7375; 2741","Book Publishing; Information Retrieval Services; Miscellaneous Publishing","7382","Security Systems Services","1948","26","4389218","","None Reported","Yes","Recognition; Award","","Directory; Membership directory","6/year; annual","Yes","Yes","conference","","Security","01","Trade, Business, and Commercial Organizations","Merlin Guilbeau","","","",""
"PTCFJK932511852","The Elisa Project (TEP)","10300 N Central Expy., Ste. 330","","","","","Dallas, TX 75231 USA","Dallas","TX","75231","United States","214","(214)369-5222","866-837-1999","(214)987-4518","tep@theelisaproject.org","http://www.theelisaproject.org; http://www.facebook.com/theelisaproject; http://www.twitter.com/theelisaproject","8322","Individual and Family Services","","","1999","5","179976","","None Reported","None Reported","","","","","","None Reported","","","Eating Disorders","08","Health and Medical Organizations","Stephanie Setliff, M.D.","","","",""
"JFBDIE184131310","Emergency Medicine Foundation (EMF)","4950 W Royal Ln.","","","","","Irving, TX 75063-2524 USA","Irving","TX","75063-2524","United States","","","800-798-1822","","","http://www.emfoundation.org; http://www.facebook.com/EmergencyMedicineFoundation","","","8299","Schools and Educational Services Nec","1972","4","2093984","","None Reported","Yes","Award","","","","","None Reported","","","Emergency Medicine","08","Health and Medical Organizations","Robert Heard, CAE","","","",""
"TUDFYF735347625","Empowering Leadership Alliance (ELA)","6100 Main St., MS 134","","","","","Houston, TX 77005-1827 USA","Houston","TX","77005-1827","United States","713","(713)348-6122","","(713)348-3679","","http://www.empoweringleadership.org","","","","","2007","","","","None Reported","None Reported","","","","","","None Reported","","","Higher Education","05","Educational Organizations","","","","",""
"GWVJED492298839","Energy Security Council (ESC)","9720 Cypresswood Dr., Ste. 206","","","","","Houston, TX 77070 USA","Houston","TX","77070","United States","281","(281)587-2700","","(281)807-6000","info@energysecuritycouncil.org","http://www.energysecuritycouncil.org","","","7381; 7382; 8742; 7382; 8742","Detective and Armored Car Services; Security Systems Services; Management Consulting Services; Security Systems Services; Management Consulting Services","1982","31","441333","350","None Reported","None Reported","","","","","","None Reported","","","Industrial Security","01","Trade, Business, and Commercial Organizations","","","","",""
"CNSBCJ699585480","Energy Telecommunications and Electrical Association (ENTELEC)","3341 Regent Blvd., Ste. 130-325","","","","","Irving, TX 75063 USA","Irving","TX","75063","United States","","","888-503-8700","","","http://www.entelec.org; http://twitter.com/ENTELEC","2741; 9999","Miscellaneous Publishing; Nonclassifiable Establishments","7389","Business Services Nec","1928","4","673897","","None Reported","None Reported","","","","","","Yes","tradeshow","","Electrical","01","Trade, Business, and Commercial Organizations","Richard Nation","","","",""
"RIYGEI269480358","Energy Traffic Association (ETA)","935 Eldridge Rd., No. 604","","","","","Sugar Land, TX 77478-2809 USA","Sugar Land","TX","77478-2809","United States","","","","","","http://www.energytraffic.org","","","7389; 3559","Business Services Nec; Special Industry Machinery Nec","1942","1","50000","53","None Reported","Yes","Scholarship","","","","","None Reported","","","Petroleum","01","Trade, Business, and Commercial Organizations","Ralph Lopez","","","",""
"KILQNL903562253","Episcopal Communicators (EC)","PO Box 6885","","","","","San Antonio, TX 78209 USA","San Antonio","TX","78209","United States","","","","","episcopalcommunicators@gmail.com","http://episcopal-communicators.wildapricot.org; http://twitter.com/episcopalcom","","","4899","Communications Services Nec","1971","","86921","205","None Reported","Yes","Award; Recognition","","","","","None Reported","","","Episcopal","11","Religious Organizations","","","","",""
"SRIPEA722244081","Escapees","100 Rainbow Dr.","","","","","Livingston, TX 77351 USA","Livingston","TX","77351","United States","936","(936)327-8873","888-757-2582","","clubbusiness@escapees.com","http://www.escapees.com","7997","Membership Sports and Recreation Clubs","4729; 7033","Passenger Transportation Arrangement Nec; Trailer Parks and Campsites","1978","90","","","None Reported","None Reported","","","Magazine","bimonthly","Yes","None Reported","","","Recreational Vehicles; Camping; Home; Housing; Travel","13","Hobby and Avocational Organizations","Cathie Carr","","","",""
"CNZROZ638609544","Esperanza International","PO Box 140807","","","","","Dallas, TX 75214 USA","Dallas","TX","75214","United States","425","(425)451-4359","","(425)451-4360","info@esperanza.org","http://esperanza.org; http://www.facebook.com/esperanza.international; http://twitter.com/Esperanza_Intl","","","","","1995","","","","None Reported","None Reported","","","","","","None Reported","","","Community Development; Health; Education; Social Service; Dominican Republic","07","Social Welfare Organizations","Alex Nuñez","","","",""
"JYAAWN321722012","Eta Sigma Alpha National Home School Honor Society","11665 Fuqua St., Ste. A-100","","","","","Houston, TX 77034 USA","Houston","TX","77034","United States","281","(281)922-0478","","","","http://www.etasigmaalpha.com","","","","","1999","","","","None Reported","None Reported","","","","","","None Reported","","","Alternative Education","05","Educational Organizations","Joanne E. Juren, BA","","","",""
"QJJNJX970600165","Exposition Services & Contractors Association (ESCA)","5068 W Plano Pky., Ste. 300","","","","","Plano, TX 75093 USA","Plano","TX","75093","United States","972","(972)447-8212","877-792-3722","(972)447-8209","askus@esca.org","http://www.esca.org; http://www.facebook.com/Exhibition-Services-Contractors-Association-320950757534; http://www.linkedin.com/company/exhibition-services-&-contractors-association; http://twitter.com/esca_org","2741","Miscellaneous Publishing","7389","Business Services Nec","1970","5","300000","","None Reported","None Reported","","","Directory","annual","","None Reported","","","Meeting Planners; Exhibitors","01","Trade, Business, and Commercial Organizations","Larry Arnaudet","","","",""
"EOBUCW557680263","Fathers for Equal Rights (FER)","1919 N LOOP W, Ste. 600","","","","","Houston, TX 77008 USA","Houston","TX","77008","United States","512; 877; 713","(512)588-7900; (877)622-1020; (713)239-5200","","","","http://fathers4equalrights.org","","","8111","Legal Services","1973","9","347267","4000","None Reported","None Reported","","","","","","None Reported","","","Divorce","07","Social Welfare Organizations","","","","",""
"ABULGI323863900","Federation Internationale des associations vexillologiques (FIAV)","c/o Charles A. Spain, Secretary General","504 Branard St.","","","","Houston, TX 77006-5018 USA","Houston","TX","77006-5018","United States","713","(713)249-0416","","(713)752-2304","","http://www.fiav.org","","","8733","Noncommercial Research Organizations","1969","3","","52","None Reported","None Reported","","","Newsletter","annual; irregular","No","Yes","convention","Yes","Vexillology","06","Cultural Organizations","Michel R. Lupant","","","",""
"MCNNOV115087827","Federation of Genealogical Societies (FGS)","PO Box 200940","","","","","Austin, TX 78720-0940 USA","Austin","TX","78720-0940","United States","","","","","","http://www.fgs.org","","","7299; 8231","Miscellaneous Personal Services Nec; Libraries","1976","","326590","584","None Reported","Yes","Award","","Magazine","quarterly","Yes","None Reported","","","Genealogy","12","Veterans', Hereditary, and Patriotic Organizations","Joshua Taylor","","","",""
"XPGZFM418286580","Federation of Historical Bottle Collectors (FOHBC)","c/o Elizabeth Meyer, Business Manager","101 Crawford St., Studio 1A","","","","Houston, TX 77002 USA","Houston","TX","77002","United States","713","(713)222-7979","","","","http://www.fohbc.org; http://www.facebook.com/Federation-of-Historical-Bottle-Collectors-FOHBC-199965823373381","","","7699","Repair Services Nec","1959","","","1200","None Reported","Yes","Award; Prize","","Directory","annual","No","None Reported","","","Bottles","13","Hobby and Avocational Organizations","Ferdinand Meyer V","","","",""
