Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Publishers Directory") And Edition (41)  LIMITS: Database (Publishers Directory)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL,Annual Sales,Officer 1,Officer 2,Officer 3,Officer 4,Officer 5
"ZGGJSK434396952","Atria Books","1230 Ave. of the Americas","","","","","New York, NY 10020 USA","New York","NY","10020","United States","212","(212)698-7000","","(212)698-1269","","http://www.imprints.simonandschuster.biz","","Emily Bestler","Louise Burke","","",""
"JJATIR345569504","Atrium Society Publications","2313 Monkton Rd.","","","","","Bristol, VT 05443 USA","Bristol","VT","05443","United States","","","800-848-6021","","atriumsociety@gmail.com","http://www.atriumsoc.org","85000","Tim Lane","Dr. Terrence Webster-Doyle","Marvin Garbeh Davis","Jean Webster-Doyle",""
"ZAZOEH852355240","Attic Revivals Press","24 Gilmore Ave.","","","","","Great Barrington, MA 01230-1438 USA","Great Barrington","MA","01230-1438","United States","413","(413)528-4953","","","bddrew@verizon.net","","100000","Donna Drew","Bernard A. Drew","","",""
"DKATUY315623820","Attitude Press","5260 Cantenbury Dr.","","","","","San Diego, CA 92116 USA","San Diego","CA","92116","United States","619","(619)282-0232","","(619)282-0392","","","","Margaret A. Taylor","Christine D'Amico","","",""
"LHUYTA847576604","Attorneys National Clearing House Co.","PO Box 142828","","","","","Gainesville, FL 32614 USA","Gainesville","FL","32614","United States","","","866-860-2624","(866)859-2624","anch@anch.com","http://www.anch.com","","Jonathan A. Birk","","","",""
"BEQOQB548497906","Audible Inc.","1 Washington Pk.","","","","","Newark, NJ 07102-3122 USA","Newark","NJ","07102-3122","United States","973","(973)820-0400","888-283-5051","","publicrelations@audible.com","http://www.audible.com","","Anthony Nash","Guy Story, Jr.","Philip Caswel","Donald Katz",""
"YVNJLK661560826","AudioBookCase","39 Wells Ave.","","","","","Shelton, CT 06484 USA","Shelton","CT","06484","United States","203","(203)924-0285","","","","http://www.audiobookcase.com","","","","","",""
"MCJKID200783493","Audubon Naturalist Society","8940 Jones Mill Rd.","","","","","Chevy Chase, MD 20815-4725 USA","Chevy Chase","MD","20815-4725","United States","301","(301)652-9188","","(301)951-7179","contact@anshome.org","http://www.audubonnaturalist.org","","Neal Fitzpatrick","Patty O'Malley","Leslie Catherwood","Ann Fieldhouse","Mike Gravitz"
"LQUIZP636960643","Augenblick Palaich and Associates Inc.","1120 Lincoln St., Ste. 1101","","","","","Denver, CO 80203 USA","Denver","CO","80203","United States","303","(303)293-2175","","(303)293-2178","","http://www.apaconsulting.net","4752000","Robert Palaich","Justin Silverstein","John L. Myers","Jennifer Kramer-Wine","Dale de Cesare"
"VFVVUD865580893","Augustana College","2001 S Summit Ave.","","","","","Sioux Falls, SD 57197 USA","Sioux Falls","SD","57197","United States","605","(605)274-4007","800-727-2844","(605)274-4999","harry.thompson@augie.edu","http://www.augie.edu/center-for-western-studies","40000","Harry F. Thompson","Amy Nelson","Tony Haga","Timothy M. Hoheisel","Paul R. Krueger"
"ERGKJA269157836","Augustana College Library","639 38th St.","","","","","Rock Island, IL 61201-2296 USA","Rock Island","IL","61201-2296","United States","309","(309)794-7000","800-798-8100","","libraryinfo@augustana.edu","http://www.augustana.edu","","Steven C. Bahls","","","",""
"UDKYDV548559651","Augustana College (Rock Island, Illinois)","Augustana College, 639 38th St.","","","","","Rock Island, IL 61201-2210 USA","Rock Island","IL","61201-2210","United States","309","(309)794-7000","800-798-8100","(309)794-7230","hicaldwell@augustana.edu","http://www.augustana.edu","106000000","Barbara Roseman","Thomas D. Leach","Steven C. Bahls","Melbert Peterson","Loryann Eis"
"ZPYETQ071539937","Augusta-Richmond County Historical Society","Reese Library, Augusta State Univ.","2500 Walton Way","","","","Augusta, GA 30904-2200 USA","Augusta","GA","30904-2200","United States","706","(706)737-1532","800-341-4373","(706)667-4415","archs1946@gmail.com","http://www.thearchs.org","","Dr. Lee Ann Caldwell","Trav Paine","Judy McAlhany","Jennifer Hillard","Dan Whitfield"
"RDYVYN943428949","Augustin Printing & Design Services","211 NW 7th St.","","","","","Richmond, IN 47374 USA","Richmond","IN","47374","United States","765","(765)966-7130","800-478-4885","(765)966-7131","info@augustinservices.com","http://www.augustinservices.com","000","Ronda Shockney","Michael D. Gibbs","Brad Gibbs","",""
"QBJLLZ549795842","Aum Publications","86-10 Parsons Blvd.","","","","","Jamaica, NY 11432-3314 USA","Jamaica","NY","11432-3314","United States","718","(718)291-9757","","(718)523-1423","","http://www.srichinmoybooks.com","","Carl Brown","Ahuta Markmam","","",""
"YYUVSS304146522","Aunt Lute Books","PO Box 410687","","","","","San Francisco, CA 94141 USA","San Francisco","CA","94141","United States","415","(415)826-1300","","(415)826-8300","books@auntlute.com","http://auntlute.com","","LeAnne Howe","","","",""
"RCAFHN878281168","Aurora Press Inc.","300 Catron St., Ste. B","","","","","Santa Fe, NM 87504-9573 USA","Santa Fe","NM","87504-9573","United States","505","(505)989-9804","888-894-8621","(505)982-8321","info@aurorapress.com","http://www.aurorapress.com","170000","John Guffey","Nick Campion","John G. Guffey","Barbara Somerfield",""
"NJAQLR825839594","Aurora Professional Press","240 Edward St.","","","","","Aurora, ON, Canada L4G 3S9","Aurora","ON","L4G 3S9","Canada","1; 905","(905)853-1884","800-263-3269","(905)841-5085","clbeditorial@canadalawbook.ca","","","Rita Balestro","Arik Johnson","Greg Ervin","Craig S. Fleisher","John Thomson"
"EEUVIQ384245208","Aurore Press","4243 Kirby Ave.","","","","","Cincinnati, OH 45223 USA","Cincinnati","OH","45223","United States","","","","","admin@aurorepress.com","http://www.aurorepress.com","","Besty Young","","","",""
"YJBCLI643458266","AuSable Wulff Products","PO Box 125","","","","","Wilmington, NY 12997 USA","Wilmington","NY","12997","United States","518","(518)946-2605","","","info@adirondackflyfishing.com","http://www.ausablewulff.com","","Fran Betters","","","",""
"PKMQAB026888981","Austin Brothers Publishing","3616 Sutter Ct.","","","","","Fort Worth, TX 76137 USA","Fort Worth","TX","76137","United States","817","(817)366-9924","","","wterrya@gmail.com","http://www.austinbrotherspublishing.com","","Terry Austin","","","",""
"WPIUTM557169144","Austin Junior Forum","1404 W Ave., 15th St.","","","","","Austin, TX 78701-1528 USA","Austin","TX","78701-1528","United States","512","(512)472-0779","","(512)472-9988","","http://www.austinjuniorforum.org","100000","Rozlyn Beauford","Shannon Jones","Amy Westlake","Beth Markin","Brianna Stopper"
"CUUCHJ409590818","Austrian Press and Information Service","3524 International Ct. NW","","","","","Washington, DC 20008 USA","Washington","DC","20008","United States","202","(202)895-6700","","(202)895-6750","inbox@austria.org","http://www.austria.org","","Ms. Alice Irvin","","","",""
"NZZMTP345572241","Authority Publishing","11230 Gold Express Dr., Ste. 310-413","","","","","Gold River, CA 95670 USA","Gold River","CA","95670","United States","877","(877)800-1097","","(916)848-3732","","http://authoritypublishing.com","","Stephanie Chandler","","","",""
"NLJMZO401056692","Authors Book Nook","PO Box 513","","","","","Brentwood, TN 37024-0513 USA","Brentwood","TN","37024-0513","United States","615","(615)370-4936","","","authorsbooknook@bellsouth.net","http://www.authorsbooknook.com","2900000","William Stephens","Shirley L. Stephens","","",""
"QTATSD480046557","Authors of Unity Publishing","575 Madison Ave., 10th Fl.","","","","","New York, NY 10022-2511 USA","New York","NY","10022-2511","United States","212","(212)605-0407","","","","","","Jeannie Seeley-Smith","Genie Omalley","","",""
"HGJXCO910478589","Authors Omniscient Publishers","11325 SW First St.","","","","","Coral Springs, FL 33071 USA","Coral Springs","FL","33071","United States","954","(954)340-8845","","","","","285000","","","","",""
"BFZIGV722739194","AUTO FACTS","1900 Saint Antoine St.","","","","","Detroit, MI 48226 USA","Detroit","MI","48226","United States","313","(313)394-6000","","","neil.g.bristol@us.pwcglobal.com","http://www.pwc.com","","Anthony Pratt","","","",""
"OQQXMN483136938","Automotive Parts Manufacturers' Association","10 Four Seasons Pl., Ste. 801","","","","","Toronto, ON, Canada M9B 6H7","Toronto","ON","M9B 6H7","Canada","416","(416)620-4220","","(416)620-9730","info@apma.ca","http://www.apma.ca","","Joe Loparco","Sam Alesio","Vince Guglielmo","Janice Baguley","Glenda Tedesco"
"CNOLSF119008712","Autonomedia Inc.","55 S 11th St.","","","","","Brooklyn, NY 11211-0568 USA","Brooklyn","NY","11211-0568","United States","718","(718)963-2603","","(718)963-2603","info@autonomedia.org","http://www.autonomedia.org","926000","Jim Fleming","","","",""
"REUSFI507860996","Autumn House Publishing","55 W Oak Ridge Dr.","","","","","Hagerstown, MD 21740 USA","Hagerstown","MD","21740","United States","","","","","","","","","","","",""
"PEYDKN177804850","Autumn Leaf Press","PO Box 6825","","","","","Altadena, CA 91003 USA","Altadena","CA","91003","United States","","","","","","http://www.autumnleafpress.com","","","","","",""
"LXLSKC859269845","Autumn Publishing Group","PO Box 71604","","","","","Madison Heights, MI 48071-3012 USA","Madison Heights","MI","48071-3012","United States","248","(248)589-5249","888-876-4114","","mmatth2194@aol.com","","","Tamara S. Matthews","Michael J. Matthews","Jackie East","",""
"UAUGRC988975733","Avalon Publishing Group Inc.","245 W 17th St., 11th Fl.","","","","","New York, NY 10011-5300 USA","New York","NY","10011-5300","United States","212","(212)981-9919","","(646)375-2571","wendie.carr@avalonpub.com","http://www.avalontravelbooks.com","6000000","Randall Fleming","Charlie Winton","","",""
"TLIGVF570515723","Avanti Press Inc.","155 W Congress St., Ste. 200","","","","","Detroit, MI 48226 USA","Detroit","MI","48226","United States","313","(313)961-0022","800-228-2684","(313)961-6186","orders@avantipress.com","http://www.avantipress.com","1000000","Marc Trobman","Rick Ruffner","Kari Knowlton","Trabis Wolf",""
"MDQEGZ184187813","Avanyu Publishing Inc.","2835 Trellis Dr. NW","","","","","Albuquerque, NM 87125 USA","Albuquerque","NM","87125","United States","505","(505)266-6128","","(505)341-1281","brentinabq@gmail.com","http://www.avanyupublishing.com","80000","J. Brent Ricks","Alexander E. Anthony","","",""
"PNGAMA276276568","Avery Bookstores Inc.","308 Livingston St.","","","","","Brooklyn, NY 11217-1017 USA","Brooklyn","NY","11217-1017","United States","718","(718)858-3606","","","","","","Harry Dechovitz","","","",""
"GYRVGY866960680","Avery Publishing Group Inc.","375 Hudson St.","","","","","New York, NY 10014-3658 USA","New York","NY","10014-3658","United States","212","(212)366-2000","800-233-7364","","","http://www.penguinputnam.com","3000000","Nigel Portwood","Megan Newman","John Duff","Caroline Sutton","John C. Makinson"
"RVJAAR144572971","Aviary Publishers","PO Box 46239","","","","","Raleigh, NC 27620 USA","Raleigh","NC","27620","United States","919","(919)331-0003","","","mail@aviarypublishers.com","http://www.aviarypublishers.com","","","","","",""
"XWRDAK683842461","Aviation Archives","2464 El Camino Real, Ste. 99","","","","","Santa Clara, CA 95051 USA","Santa Clara","CA","95051","United States","408","(408)244-6114","","","","http://www.womeninaviation.com","399000","Carol L. Osborne","","","",""
"RVMVSV650652004","Aviation International News","214 Franklin Ave.","","","","","Midland Park, NJ 07432 USA","Midland Park","NJ","07432","United States","201","(201)444-5075","","(201)444-4647","editor@ainonline.com","http://www.ainonline.com","","Wilson S. Leach","Michele Hubert","Nigel Moll","Tom Hurley","Chad Trautvetter"
"EXACXX549107794","Avocet Press Inc.","19 Paul Ct.","","","","","Pearl River, NY 10965-1539 USA","Pearl River","NY","10965-1539","United States","845","(845)620-0986","","(845)735-6807","books@avocetpress.com","http://www.avocetpress.com","1000000","Sally Williams","P. J. Grady","Katlin Lamar","Cynthia Webb","Christine Japely"
"TPYCQT520218233","Avon Books","10 E 53rd St.","","","","","New York, NY 10022-5224 USA","New York","NY","10022-5224","United States","212","(212)261-6800","800-238-0658","(212)261-6907","","http://www.avonromance.com","75000000","Jane Friedman","","","",""
"XKIZPK860057978","The Avondale Press","183 Aquarius Mews, Townhouse 1","","","","","Vancouver, BC, Canada V6Z 2Z1","Vancouver","BC","V6Z 2Z1","Canada","604","(604)633-2661","","(604)633-2661","","http://www.theavondalepress.com","528000","Ron Napier","Kathryn Cernauskas","","",""
"WTMBNG586098129","Avotaynu Inc.","155 N Washington Ave.","","","","","Bergenfield, NJ 07621 USA","Bergenfield","NJ","07621","United States","201","(201)387-7200","800-286-8296","(201)387-2855","info@avotaynu.com","http://www.avotaynu.com","230000","Sallyann Amdur Sack","","","",""
"NEXYMH559073239","Awani Press Inc.","4379 W US Hwy. 290","","","","","Fredericksburg, TX 78624-3670 USA","Fredericksburg","TX","78624-3670","United States","830","(830)997-5514","","","","","500000","David A. Hubbard","Frances C. Hubbard","Douglass H. Hubbard, Jr.","",""
"CWZOKD701174998","Awareness Technique","210 Brewer St.","","","","","Northborough, MA 01532 USA","Northborough","MA","01532","United States","508","(508)393-7902","","","","","4800000","Stephen F. Learnard","","","",""
"EKSKEH539043170","Aware Press","1121 Paso Robles","","","","","Granada Hills, CA 91344 USA","Granada Hills","CA","91344","United States","818","(818)363-4422","","","awarepress@earthlink.net","","","Libby Rosenauer","","","",""
"QDXCGA079758803","Axiom Information Resources Inc.","315 N 1st St.","","","","","Ann Arbor, MI 48107 USA","Ann Arbor","MI","48107","United States","734","(734)761-4842","","","","","528000","Terry Robinson","","","",""
"SGPQDO977981079","Aylmer Press","PO Box 2302","","","","","Madison, WI 53701 USA","Madison","WI","53701","United States","608","(608)441-5277","","","","http://www.signit2.com","","","","","",""
"AIRUSO001463849","The Ayn Rand Institute eStore","2121 Alton Pkwy., Ste. 250","","","","","Irvine, CA 92606 USA","Irvine","CA","92606","United States","1; 949","(949)222-6557","800-729-6149","(949)222-6558","","http://www.aynrandbookstore2.com","","","","","",""
"LAQCIC981891283","Aysa Publishing Inc.","102 Davinci Ct.","","","","","Hightstown, NJ 08520 USA","Hightstown","NJ","08520","United States","609","(609)443-3564","","(609)443-3564","info@aysapublishing.com","","","Lisa Kraut-Korn","Joanne Kraut","Harvey Kraut","Daniel Kraut",""
"FDAGLT103816106","Azenphony Press","PO Box 130884","","","","","Ann Arbor, MI 48113-0884 USA","Ann Arbor","MI","48113-0884","United States","734","(734)635-0577","","","info@azenphonypress.com","http://www.azenphonypress.com","","Ken Wachsberger","Emily Schuster","","",""
"HPQAZR408580840","Azro Press","1704 Llano St. B","","","","","Santa Fe, NM 87505 USA","Santa Fe","NM","87505","United States","505","(505)989-3272","","(505)989-3832","","http://www.azropress.com","","Jody Alphers","Galla Purwin","Celeste Johnson","Barbara Mayfield",""
"UBIOBM693679510","Babaji's Kriya Yoga and Publications Inc.","196 Mountain Rd.","","","","","Eastman, QC, Canada J0E 1P0","Eastman","QC","J0E 1P0","Canada","450","(450)297-0258","888-252-9642","(450)297-3957","info@babajiskriyayoga.net","http://www.babajiskriyayoga.net","100000","Rejean Bilodeau","John Williston","Carol Kraus","Adrian Rivera","Sri Govindan Satchidananda"
"UDOZKZ754293713","Bac H. Tau","4196 W 4th Ave.","","","","","Vancouver, BC, Canada V5Z 4J3","Vancouver","BC","V5Z 4J3","Canada","604","(604)732-4875","","(604)732-4875","bactau@fencingmaster.com","http://www.fencingmaster.com","000","Bac H. Tau","","","",""
"SURNLJ835946376","Backbeat Books","600 Harrison St.","","","","","San Francisco, CA 94107 USA","San Francisco","CA","94107","United States","415","(415)947-6615","866-222-5232","(415)947-6015","","http://www.backbeatbooks.com","25600000","Vladimir Genin","Stephen Thomas Erlewine","Mike Molenda","John Bush","Chris Woodstra"
"NZMATZ346644766","Backcountry Publishing","3303 Dick George Rd.","","","","","Cave Junction, OR 97523 USA","Cave Junction","OR","97523","United States","541","(541)592-3778","888-443-3826","","backcountry@braintan.com","http://www.braintan.com","40000","Matt Richards","Laurie Sale","","",""
