Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Gale Directory of Publications and Broadcast Media") And Edition (154)  LIMITS: Database (Gale Directory of Publications and Broadcast Media)"

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"MJQLYU245818148","All India Radio-Nasik 101.4 KHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"UXDNUK676052517","All India Radio-Nizamabad 103.2 MHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"EIEIZF396254874","All India Radio-Panaji 1287 KHz","Altinho","Sansad Marg","","","","Panaji 403001, India","Panaji","","403001","India","","91 832 2224-455","","91 832 2225-351","","http://www.airpanaji.gov.in; http://prasarbharati.gov.in"
"RZLBSI637239270","All India Radio-Parbhani 1305 KHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"VDCUCP946639373","All India Radio-Patiala 100.2 MHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"QMIYVM243706959","All India Radio-Pauri 1602 KHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"HSFRAM527295670","All India Radio-Poonch 100.7 MHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in"
"HZCPTL639881023","All India Radio-Port Blair 684","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"XGXGCH787522727","All India Radio-Pune 792","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","bhinternet@air.org.in; mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"KJFRKY331076634","All India Radio-Purnia 102.3","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","purnia@air.org.in; bhinternet@air.org.in; mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"OUSWOT184980057","All India Radio-Rewa 1179","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1459","bhinternet@air.org.in; mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"TMYLAH739882569","All India Radio-Sagar 102.6","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 2342-1956","mktgdivdelhi@air.org.in","http://allindiaradio.gov.in; http://prasarbharati.gov.in"
"WRUYRJ764217507","All India Radio-Sambalpur 945 KHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","mktgdivdelhi@air.org.in","http://allindiaradio.gov.in; http://prasarbharati.gov.in"
"KJIWTO064731475","All India Radio-Sangli 1251 KHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","","mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"XWPIMZ400718606","All India Radio-Shillong 864 KHz","","","","","","Shillong 793001, India","Shillong","","793001","India","","91 11 2342-1006","","91 11 2342-1956","bhinternet@air.org.in","http://www.allindiaradio.gov.in/Station/SHILLONG/Pages/default.aspx; http://prasarbharati.gov.in"
"PKAEFT651498123","All India Radio-Surat 101.1 MHz","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","bhinternet@air.org.in; mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"ZCPHVS979109379","All India Radio-Udaipur 1125","Akashvani Bhavan","Sansad Marg","","","","New Delhi 110001, India","New Delhi","","110001","India","","91 11 2342-1006","","91 11 2342-1956","bhinternet@air.org.in; mktgdivdelhi@air.org.in","http://www.allindiaradio.gov.in; http://prasarbharati.gov.in"
"ADYSPJ212967394","All-Star Tick Tock Word Seeks","6 Prowitt St.","","","","","Norwalk, CT 06855 USA","Norwalk","CT","06855","United States","203","(203)866-6688","","(203)854-5962","corporatesales@pennypublications.com","http://pennydellpuzzles.com/product.aspx?%26p=MW"
"HHJNLM371837438","The All State","PO Box 4634","","","","","Clarksville, TN 37044 USA","Clarksville","TN","37044","United States","931","(931)221-7376","","","","http://www.theallstate.org"
"DSRWOH413788839","The Almaguin News","59 Ontario St.","","","","","Burk's Falls, ON, Canada P0A1C0","Burk's Falls","ON","P0A1C0","Canada","","","","","","http://www.northbaynipissing.com"
"NVXYUV527088088","Al-Masaq","711 3rd Ave., 8th Fl.","","","","","New York, NY 10017 USA","New York","NY","10017","United States","","","","","book.orders@tandf.co.uk; info@routledge.com; informalaw@routledge.com","http://www.tandfonline.com/toc/calm20/current"
"HMFDWW999983352","Alpena News","130 Park Pl.","","","","","Alpena, MI 49707 USA","Alpena","MI","49707","United States","989","(989)354-3111","800-448-0254","(989)354-2096","",""
"NZXAKD790012739","Alpha-FM 103.2","11 Woodland Rd.","","","","","Darlington DL3 7BJ, United Kingdom","Darlington","","DL3 7BJ","United Kingdom","","","","","","http://www.alphafm.org.uk"
"MMXQUI701762800","Alpine Entomology","Prof. Georgi Zlatarski Street 12","","","","","1700 Sofia, Bulgaria","Sofia","","1700","Bulgaria","","359 2 8704281","","359 2 8704282","","http://alpineentomology.pensoft.net"
"VCBZWJ303353489","Alternate Routes","Edmonton Learning Centre","Peace Hills Trust Tower","1200, 10011-109 St.","","","Edmonton, AB, Canada T5J 3S8","Edmonton","AB","T5J 3S8","Canada","780","(780)497-3412","","(780)421-3298","aupress@athabascau.ca","http://www.alternateroutes.ca"
"OLDKFQ281334920","Alternative Energy","B6, Ste. 101, 2509 Dieppe Ave. SW","","","","","Calgary, AB, Canada T3E 7J9","Calgary","AB","T3E 7J9","Canada","403","(403)288-1195","","(403)247-6851","sales@actapress.com","http://www.actapress.com/Content_of_Journal.aspx?journalid=213"
"YVCCIX505074591","Alternatives","University of Waterloo","Faculty of Environmental Studies","","","","Waterloo, ON, Canada N2L 3G1","Waterloo","ON","N2L 3G1","Canada","519","(519)888-4442","866-437-2587","(519)746-0292","subscriptions@alternativesjournal.ca","http://www.alternativesjournal.ca"
"NNEVSL846245454","Alternatives to the High Cost of Litigation","111 River St., Ste. 2000","","","","","Hoboken, NJ 07030 USA","Hoboken","NJ","07030","United States","201","(201)748-6645","800-825-7550","(201)748-6021","onlinelibrarysales@wiley.com","http://onlinelibrary.wiley.com/journal/10.1002/(issn)1549-4381; http://www.cpradr.org/EventsEducation/Alternatives.aspx"
"QUWEUV363839107","Altoona Mirror","1500 Main St.","","","","","Wheeling, WV 26003-2826 USA","Wheeling","WV","26003-2826","United States","304","(304)233-0100","","","","http://www.altoonamirror.com"
"LXJXEU725172368","Altus Times","1 W Main St.","","","","","Clinton, CT 06413 USA","Clinton","CT","06413","United States","","","","","","http://www.altustimes.com"
"KDOHDJ584230428","Aluminium International Today","Quartz House, 20 Clarendon Rd., Redhill","","","","","Surrey RH1 1QX, United Kingdom","Surrey","","RH1 1QX","United Kingdom","","44 173-785-5000","","44 173-785-5034","info@quartzltd.com","http://www.aluminiumtoday.com"
"ZDZIQE269014050","Alumnews","2200 Olentangy River Rd.","","","","","Columbus, OH 43210 USA","Columbus","OH","43210","United States","614","(614)292-2200","800-678-6355","","customerservice@ohiostatealumni.org","http://web.mnstate.edu/publications/alumnews/index.html"
"XPISVP842648304","Alumni News","Regent's Pk.","","","","","London NW1 4SA, United Kingdom","London","","NW1 4SA","United Kingdom","","44 20 700-070-01","","44 20 700-070-00","alumnirelations@london.edu; help@london.edu; contactus@london.edu","http://www.london.edu/news-and-events/alumni-news"
"RMNKPG219595430","The Alvin Sun","","","","","","Alvin, TX 77511 USA","Alvin","TX","77511","United States","281","(281)331-4421","","","publisher@alvinsun.net","http://www.alvinsun.net"
"MLKYFI026842938","Always Jukin' Magazine","PO Box C","","","","","Santa Clara, CA 95051 USA","Santa Clara","CA","95051","United States","206","(206)652-4005","","","alwaysjuke@aol.com","http://www.alwaysjukin.com"
"GRSOGT246343645","Alzheimer's & Dementia","1600 John F. Kennedy Blvd., Ste. 1800","","","","","Philadelphia, PA 19103-2899 USA","Philadelphia","PA","19103-2899","United States","215","(215)239-3900","800-523-1649","(215)238-7883","healthpermissions@elsevier.com; ensci@elsevier.com; articleofthefuture@elsevier.com; eccresourcecenter@elsevier.com; chemistry.challenge@elsevier.com; chemistry@elsevier.com","http://www.alzheimersanddementia.com; http://www.journals.elsevier.com/alzheimers-and-dementia"
"ELPIRU032864124","Alzheimer's Research & Therapy","236 Gray's Inn Rd., Fl. 6","","","","","London WC1X 8HB, United Kingdom","London","","WC1X 8HB","United Kingdom","","44 20 319-220-00","","44 20 319-220-10","info@biomedcentral.com","http://alzres.biomedcentral.com"
"TAMGDS571062117","AMA Alliance Today","AMA Plz.","330 N Wabash Ave.","","","","Chicago, IL 60611 USA","Chicago","IL","60611","United States","312","(312)464-4430","800-621-8335","(312)464-5226","admin@amaalliance.org",""
"QNRFHI391635065","Amarillo Globe News","900 S Harrison","","","","","Amarillo, TX 79101 USA","Amarillo","TX","79101","United States","","","","","allaccessprogram@morris.com; mnews@morris.com; morris@morris.com","http://amarillo.com"
"KDEOCI942120196","Amateur Gardening","The Blue Fin Bldg., 110 Southwark St.","","","","","London SE1 0SU, United Kingdom","London","","SE1 0SU","United Kingdom","","","","","amateurgardening@timeinc.com","http://www.amateurgardening.com"
"WKYJIJ455134483","The Amazigh Voice","75 Washington Rd., CN753 PMB163","","","","","Bedminster, NJ 07921 USA","Bedminster","NJ","07921","United States","","","","","acaa92@yahoo.com","http://www.tamazgha.org/amazigh-voice.html"
"HIITMW312996303","Amazing Wellness","300 Continental Blvd., Ste. 650","","","","","El Segundo, CA 90245-5067 USA","El Segundo","CA","90245-5067","United States","","","","","admin@aimmedia.com; wmefeedback@aimmedia.com","http://amazingwellnessmag.com"
"JCLCMJ147601124","Ambergris Today","Pescador Dr.","Ambergris Caye","","","","San Pedro Town, Belize","San Pedro Town","","","Belize","","501 226-3462","","","ambergristoday@yahoo.com","http://www.ambergristoday.com"
"DDGNZG302587480","AMB Express","Tiergartenstrasse 17","","","","","69121 Heidelberg, Germany","Heidelberg","","69121","Germany","","49 6221 4870","","","customerservice@springer.com","http://www.amb-express.com"
"TUMVXI565343125","Ambler Gazette","290 Commerce Dr.","","","","","Fort Washington, PA 19034 USA","Fort Washington","PA","19034","United States","215","(215)542-0200","","","","http://www.montgomerynews.com/ambler_gazette"
"RPAIMZ920612935","The Amboy News","219 E Main St.","","","","","Amboy, IL 61310 USA","Amboy","IL","61310","United States","815","(815)857-2311","","(815)857-2517","amboyedit@amboynews.com","http://www.amboynews.com/v2_main_page.php"
"NNOHBQ023558844","Ambrosia","114 John St., Ste. 1041","","","","","New York, NY 10038 USA","New York","NY","10038","United States","631","(631)980-0002","","","contact@ambrosiamag.com","http://ambrosiamag.com"
"PMSQBZ813004596","Ambush Magazine","828-A Bourbon St.","","","","","New Orleans, LA 70116-3137 USA","New Orleans","LA","70116-3137","United States","504","(504)522-8049","800-876-1484","(504)522-0907","info@ambushmag.com",""
"JRYHQL701963863","AMC LOVE RADIO-FM 90.7 MHz","Rr. Abdyl Frasheri, EGT Twr., 5th FL.","","","","","Tirana, Albania","Tirana","","","Albania","","355 4 222-7007","","355 4 222-7007","","http://www.loveradio.al"
"PMZEHQ082103459","America","817 N Franklin St.","","","","","Philadelphia, PA 19123-2004 USA","Philadelphia","PA","19123-2004","United States","","","877-857-2284","(215)238-1933","info@provassn.com","http://www.provassn.com/news.htm"
"FMYBCG106674740","America's Civil War","PO Box 8005","","","","","Aston, PA 19014 USA","Aston","PA","19014","United States","","","800-358-6327","(610)532-9001","acw@weiderhistorygroup.com","http://www.historynet.com/civil-war"
"ALQBDL421130905","America's Horse","1600 Quarter Horse Dr.","","","","","Amarillo, TX 79104 USA","Amarillo","TX","79104","United States","806","(806)376-4811","","(806)349-6411","","http://www.aqha.com/americashorse"
"WEENDL516379169","American Academic","555 New Jersey Ave. NW","","","","","Washington, DC 20001 USA","Washington","DC","20001","United States","202","(202)879-4400","","","online@aft.org","http://www.aft.org/newspubs/reports"
"KMDCIZ083785046","American Academy of Gnathologic Orthopedics--Journal","2651 Oak Grove Rd.","","","","","Walnut Creek, CA 94598 USA","Walnut Creek","CA","94598","United States","","","800-510-2246","(925)934-4531","admin@aago.com",""
"KOFAHK286700262","American Academy of Osteopathy Journal","3500 DePauw Blvd., Ste. 1100","","","","","Indianapolis, IN 46268-1138 USA","Indianapolis","IN","46268-1138","United States","317","(317)879-1881","","(317)879-0563","editoraaoj@gmail.com","http://www.academyofosteopathy.org/news-publications"
"NDZMYB432634310","American Agriculturist","c/o John Vogel, Ed.","5227 B Baltimore Pke.","","","","Littlestown, PA 17340 USA","Littlestown","PA","17340","United States","717","(717)359-0150","","(717)359-0250","circhelp@farmprogress.com; info@farmprogress.com","http://farmprogress.com/american-agriculturist"
"LHVAAZ534145756","American and Western Fruit Grower","37733 Euclid Ave.","","","","","Willoughby, OH 44094-5992 USA","Willoughby","OH","44094-5992","United States","440","(440)942-2000","800-572-7740","(440)975-3447","info@meistermedia.com","http://www.growingproduce.com/fruits; http://www.meistermedia.com/publications/american-fruit-grower"
"WZYFUU112971828","American Art Journal","PO Box 5298","","","","","New York, NY 10185-5298 USA","New York","NY","10185-5298","United States","212","(212)541-9600","","","aaj@rgny.com",""
"FVJCPL548394087","American Banker","One State Street Plz., 27th Fl.","","","","","New York, NY 10004 USA","New York","NY","10004","United States","212","(212)803-8200","800-221-1809","","custserv@sourcemedia.com; help@sourcemedia.com","http://www.americanbanker.com/usb.html"
"FYHGMJ185519238","American Banker","One State Street Plz., 27th Fl.","","","","","New York, NY 10004 USA","New York","NY","10004","United States","212","(212)803-8200","800-221-1809","","custserv@sourcemedia.com; help@sourcemedia.com","http://www.americanbanker.com"
"KUWSCF034091982","American Bee Journal","51 S Second St.","","","","","Hamilton, IL 62341 USA","Hamilton","IL","62341","United States","217","(217)847-3324","888-922-1293","(217)847-3660","info@americanbeejournal.com","http://www.americanbeejournal.com"
"ACWDCT872786004","American Bible Society Record","101 N Independence Mall E, 8th Fl.","","","","","Philadelphia, PA 19106-2155 USA","Philadelphia","PA","19106-2155","United States","215","(215)309-0900","","(215)689-4308","info@americanbible.org","http://www.americanbible.org; http://record.americanbible.org"
"ZKCITB360761023","American Bicyclist","1612 K St. NW, Ste. 308","","","","","Washington, DC 20006-2849 USA","Washington","DC","20006-2849","United States","202","(202)822-1333","","","bikeleague@bikeleague.org","http://www.bikeleague.org/americanbicyclist"
"LIVRPE252915621","The American Biology Teacher","PO Box 3363","","","","","Warrenton, VA 20188 USA","Warrenton","VA","20188","United States","703","(703)264-9696","888-501-6228","(202)962-3939","office@nabt.org","http://www.nabt.org/websites/institution/index.php?p=26"
"XEILGU239626232","American Broadband","208 Ash St.","","","","","Maitland, MO 64466 USA","Maitland","MO","64466","United States","660","(660)935-2211","","","","http://www.abbmissouri.com"
"ZAYWZB414218166","American Business Law Journal","c/o Philip Nichols, President","University of Pennsylvania","Wharton School, 600 Jon Huntsman Hall, 3730 Walnut St.","","","Philadelphia, PA 19104 USA","Philadelphia","PA","19104","United States","814","(814)865-6205","","","nicholsp@wharton.upenn.edu","http://onlinelibrary.wiley.com/journal/10.1111/(issn)1744-1714"
