Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"RWOLNZ045066947","STARFLEET","c/o Wayne Killough, President","1053 E Palestine Ave., Apt. 204","","","","Palestine, TX 75801 USA","Palestine","TX","75801","United States","","","888-734-8735","","membership@sfi.org","http://www.sfi.org; http://www.twitter.com/sfi_org"
"JLOAPX268926582","SunGard Public Sector Users' Group Association (SUGA)","PO Box 171028","","","","","Austin, TX 78717 USA","Austin","TX","78717","United States","309","(309)781-8810","","","","http://www.sugainc.org; http://www.facebook.com/sugainc.org; http://www.linkedin.com/in/sugainc; http://twitter.com/SUGA_INC"
"XJCZSC449600912","Teethsavers International","3306 34th St.","","","","","Lubbock, TX 79410 USA","Lubbock","TX","79410","United States","806","(806)368-7513","","","teethsaversoffice@yahoo.com","http://teethsavers.org"
"DZNCOY133724362","Texas Longhorn Breeders Association of America (TLBAA)","221 W. Exchange, Ste. 210","","","","","Fort Worth, TX 76164 USA","Fort Worth","TX","76164","United States","817","(817)625-6241","","(817)625-1388","tlbaa@tlbaa.org","http://www.tlbaa.org; http://www.facebook.com/Texas-Longhorn-Breeders-Association-of-America-158865054140284/?ref=ts; http://twitter.com/tlbaa"
"IMQRKU887844955","Texas Search and Rescue (TEXSAR)","PO Box 171258","","","","","Austin, TX 78717 USA","Austin","TX","78717","United States","512","(512)956-6727","","","info@texsar.org","http://www.texsar.org; http://www.facebook.com/TEXSAR; http://www.linkedin.com/company/2799929; http://www.twitter.com/texsar1"
"CUWRCX716762648","Thanks-Giving Foundation","1627 Pacific Ave.","","","","","Dallas, TX 75201-3601 USA","Dallas","TX","75201-3601","United States","214","(214)969-1977","","","tgs@thanksgiving.org","http://www.thanksgiving.org; http://www.facebook.com/thanksgivingsquare; http://twitter.com/thanksgivingsq"
"AUXSHI229001414","Toyota Territory Off-Roaders Association (TTORA)","1715 Earl Porter Dr.","","","","","Mont Belvieu, TX 77580 USA","Mont Belvieu","TX","77580","United States","281","(281)414-1645","","(281)576-5413","tacozilla@tacomaterritory.com","http://www.ttora.com"
"RLOVHD525910611","Turner Syndrome Society of the U.S. (TSSUS)","11250 West Rd., Ste. G","","","","","Houston, TX 77065 USA","Houston","TX","77065","United States","832","(832)912-6006","800-365-9944","(832)912-6446","","http://www.turnersyndrome.org; http://www.facebook.com/turnersyndromesociety; http://twitter.com/tssus"
"AIBLKG241435759","Ugandan American Partnership Organization (UAPO)","3311 Elm St.","","","","","Dallas, TX 75226 USA","Dallas","TX","75226","United States","214","(214)310-0964","","","","http://www.linkedin.com/company/the-ugandan-american-partnership-organization"
"UGCMTJ553415781","United States Adventure Racing Association (USARA)","PO Box 514","","","","","Wellborn, TX 77881 USA","Wellborn","TX","77881","United States","979","(979)703-5018","","","info@usara.com","http://www.usara.com/default.aspx"
"UQXHJN533846088","United States Marine Raider Association","704 Cooper Ct.","","","","","Arlington, TX 76011-5550 USA","Arlington","TX","76011-5550","United States","817; 940","(817)275-1552; (940)580-0298","","","","http://www.usmarineraiders.org; http://www.facebook.com/USMarineRaiderAssociationFoundation; http://twitter.com/#!/usmra"
"UYORAS773891448","United States National Tennis Academy (USNTA)","3839 McKinney Ave., Ste. 155-208","","","","","Dallas, TX 75204 USA","Dallas","TX","75204","United States","","","800-452-8519","","","http://www.usnta.com"
"VBBCLI082495572","United We Serve","5645 US Highway 59 S","","","","","Jefferson, TX 75657 USA","Jefferson","TX","75657","United States","903","(903)665-2647","","","info@unitedweservemil.org","http://www.unitedweservemil.org; http://www.facebook.com/UnitedWeServe; http://twitter.com/unitedweserve"
"MHGXRS081983496","U.S.A. Film Festival (USAFF)","6116 N Central Expy., Ste. 105","","","","","Dallas, TX 75206 USA","Dallas","TX","75206","United States","214","(214)821-6300","","(214)821-6364","usafilmfest@aol.com","http://www.usafilmfestival.com; http://www.facebook.com/USAFilmFestival"
"OFYPIL146558955","USA Jump Rope","2431 Crosstimbers Dr.","","","","","Huntsville, TX 77320 USA","Huntsville","TX","77320","United States","936","(936)295-3332","","(936)295-3309","info@usajumprope.org","http://www.usajumprope.org; http://www.facebook.com/usajumprope"
"GNUXZM776843735","U.S. Association for Computational Mechanics (USACM)","PO Box 8137","","","","","Austin, TX 78713 USA","Austin","TX","78713","United States","512","(512)743-3273","","","info@usacm.org","http://www.usacm.org"
"EDKVIJ176371482","US Rice Producers Association (USRPA)","2825 Wilcrest Dr., Ste. 218","","","","","Houston, TX 77042-6041 USA","Houston","TX","77042-6041","United States","713","(713)974-7423","","(713)974-7696","","http://www.usriceproducers.com; http://www.facebook.com/USRPA"
"FHEFSZ487261644","Vegan Society of People for the Earth, Animals, Compassion and Enlightenment (Society of PEACE)","PO Box 6128","","","","","Katy, TX 77491-6128 USA","Katy","TX","77491-6128","United States","832","(832)303-0834","","","info@vegansocietyofpeace.org","http://www.vegansocietyofpeace.org; http://www.facebook.com/VeganSocietyPEACE; http://twitter.com/vegsocietypeace"
"FWDRQM010274593","Violin Society of America (VSA)","14070 Proton Rd., Ste. 100","","","","","Dallas, TX 75244 USA","Dallas","TX","75244","United States","972","(972)233-9107","","","info@vsaweb.org","http://www.vsaweb.org"
"WVBCMS031216566","Watchman Fellowship","PO Box 13340","","","","","Arlington, TX 76094-0340 USA","Arlington","TX","76094-0340","United States","817","(817)277-0023","","(817)277-8098","","http://www.watchman.org; http://www.facebook.com/pages/Watchman-Fellowship/155678634508315"
"TOVLAZ683820326","Western Music Association (WMA)","PO Box 648","","","","","Coppell, TX 75019 USA","Coppell","TX","75019","United States","505","(505)563-0673","","","","http://www.westernmusic.org; http://www.facebook.com/WesternMusicAssociation; http://twitter.com/westernmusicwma"
"QNRTWJ660393159","Wi-Fi Alliance","10900-B Stonelake Blvd., Ste. 126","","","","","Austin, TX 78759-5748 USA","Austin","TX","78759-5748","United States","512","(512)498-9434","","(512)498-9435","","http://www.wi-fi.org; http://www.facebook.com/wificertified; http://www.linkedin.com/company/32516; http://twitter.com/WiFiAlliance"
"GWMNFK610654734","William C. Velasquez Institute (WCVI)","320 El Paso St.","","","","","San Antonio, TX 78207 USA","San Antonio","TX","78207","United States","210","(210)223-2918","","(210)922-7095","","http://wcvi.org; http://www.facebook.com/WilliamCVelasquezInstitute; http://twitter.com/wcvi"
"DSWWYC913047614","Wilson Ornithological Society (WOS)","5400 Bosque Blvd., Ste. 680","","","","","Waco, TX 76710 USA","Waco","TX","76710","United States","254","(254)399-9636","","(254)776-3767","business@osnabirds.org","http://www.wilsonsociety.org"
"XKGCRG433228326","Women's Regional Publications of America (WRPA)","c/o J.M. Gaffney","San Antonio Woman","8603 Botts Ln.","","","San Antonio, TX 78217 USA","San Antonio","TX","78217","United States","210","(210)826-5375","","","pixelworks@stic.net","http://womensregionalpublications.org"
"ZJCKRB559407342","World Craniofacial Foundation (WCF)","7777 Forest Ln., Ste. C-616","","","","","Dallas, TX 75230 USA","Dallas","TX","75230","United States","972","(972)566-6669","800-533-3315","(972)566-3850","info@worldcf.org","http://worldcf.org; http://www.facebook.com/worldcf"
"HMCLIQ700498898","Worldwide Employee Benefits Network (WEB)","11520 N Central Expy., Ste. 201","","","","","Dallas, TX 75243 USA","Dallas","TX","75243","United States","","","888-795-6862","(214)382-3038","info@webnetwork.org","http://www.webnetwork.org; http://www.linkedin.com/groups/791827/profile"
"BVGJED818836315","80th Fighter Squadron Headhunters' Association","2830 S Hulen","","","","","Fort Worth, TX 76109 USA","Fort Worth","TX","76109","United States","","","","","HH01@80FSHeadhunters.org","http://80fsheadhunters.org; http://www.facebook.com/Official-80th-Fighter-Squadron-HeadhuntersJuvats-Association-150558321715479"
"PFGDDF290770206","Academic Language Therapy Association (ALTA)","14070 Proton Rd., Ste. 100, LB 9","","","","","Dallas, TX 75244-3601 USA","Dallas","TX","75244-3601","United States","972","(972)233-9107","","(972)490-4219","office@altaread.org","http://www.altaread.org; http://www.facebook.com/academiclanguagetherapyassociation"
"YMIHCR786657711","Academy of Psychic Arts and Sciences (APA&S)","PO Box 191129","","","","","Dallas, TX 75219-8129 USA","Dallas","TX","75219-8129","United States","214","(214)219-2020","","","contact@psychic2020.com","http://www.psychic2020.com"
"KEUTGM492261154","Accounting Group International","10830 N Central Expy., Ste. 300","","","","","Dallas, TX 75231 USA","Dallas","TX","75231","United States","214","(214)378-8111","","(214)378-8118","",""
"CMKHLI323681977","Addington Association (AA)","19326 Foxtree Ln.","","","","","Houston, TX 77094 USA","Houston","TX","77094","United States","","","","","association@addingtonassociation.org","http://addingtonassociation.org"
"USAAGW447305431","Africa Cancer Care Inc. (ACCI)","6011 Telephone Rd.","","","","","Houston, TX 77087 USA","Houston","TX","77087","United States","713","(713)995-8000","","(713)645-5588","info@africacancercareinc.org","http://africacancercareinc.org"
"RJEYWU335234954","African Blackwood Conservation Project (ABCP)","PO Box 26","","","","","Red Rock, TX 78662 USA","Red Rock","TX","78662","United States","","","","","","http://www.blackwoodconservation.org"
"ABJKEP479098238","Alliance for Higher Education (AHE)","2602 Rutford Ave.","","","","","Richardson, TX 75080 USA","Richardson","TX","75080","United States","972","(972)234-8373","","","info@ntxrcic.org","http://www.ntxrcic.org; http://ntxcic.org"
"BXDPND359939849","Amazing Little Hearts CHD Support Group","1314 W McDermott Dr., Ste. 106, No. 818","","","","","Allen, TX 75013 USA","Allen","TX","75013","United States","","","","","amazinglittlehearts@yahoo.com","http://www.amazinglittlehearts.com; http://www.facebook.com/amazinglittlehearts"
"HPIBJN003076568","American Academy of Mechanics (AAM)","c/o Prof. Stelios Kyriakides, 210 E 24th St.","","","","","Austin, TX 78712 USA","Austin","TX","78712","United States","512","(512)471-4273","","(512)471-5500","skk@mail.utexas.edu","http://www.aamech.org"
"QPUQYS554766354","American Association of Bariatric Counselors (AABC)","9901 Brodie Ln., Ste. 160-278","","","","","Austin, TX 78748 USA","Austin","TX","78748","United States","","","866-284-3682","","info@aabc-certification.org","http://www.aabc-certification.org"
"FPMEER964724941","American Association of Breast Care Professionals (AABCP)","3375 Westpark Dr., Ste. 573","","","","","Houston, TX 77005 USA","Houston","TX","77005","United States","","","","(888)892-1684","info@aabcp.org","http://www.aabcp.org; http://www.facebook.com/AABCP; http://twitter.com/speakoutaabcp"
"AICEBZ860006380","American Association of Nurse Practitioners (AANP)","Bldg. II, Ste. 450","901 S MoPac Expy.","","","","Austin, TX 78746 USA","Austin","TX","78746","United States","512","(512)442-4262","","(512)442-6469","admin@aanp.org","http://www.aanp.org; http://www.facebook.com/AmericanAssociationofNPs; http://www.linkedin.com/groups/2461239/profile; http://twitter.com/aanp_news"
"TLHBRU627653120","American Association of Professional Landmen (AAPL)","800 Fournier St.","","","","","Fort Worth, TX 76102 USA","Fort Worth","TX","76102","United States","817","(817)847-7700","","(817)847-7704","aapl@landman.org","http://www.landman.org; http://www.facebook.com/AAPLAmericasLandmen/; http://twitter.com/AAPLlandman"
"PLCIXZ752939022","American Association of Women Emergency Physicians (AAWEP)","c/o American College of Emergency Physicians","4950 W Royal Ln.","","","","Irving, TX 75063-2524 USA","Irving","TX","75063-2524","United States","972","(972)550-0911","800-798-1822","(972)580-2816","membership@acep.org","http://www.acep.org/aawep; http://www.facebook.com/aawep; http://www.twitter.com/AAWEPSection"
"NPSKPV229724126","American Baptist Association (ABA)","4605 N State Line Ave.","","","","","Texarkana, TX 75503 USA","Texarkana","TX","75503","United States","903","(903)792-2783","800-264-2482","(903)792-8128","","http://www.abaptist.org"
"OBDONR584399729","American Blue Cattle Association, Inc.","PO Box 633404","","","","","Nacogdoches, TX 75963 USA","Nacogdoches","TX","75963","United States","936","(936)652-2550","","","infor@americanbluecattle.org","http://www.belgianblue.org; http://www.facebook.com/pages/Belgian-Blue/110733018949613"
"KZPDHE347709845","American Board of Otolaryngology (ABOTO)","5615 Kirby Dr., Ste. 600","","","","","Houston, TX 77005 USA","Houston","TX","77005","United States","713","(713)850-0399","","(713)850-1104","","http://www.aboto.org"
"CRKWOP364080622","American Botanical Council (ABC)","6200 Manor Rd.","","","","","Austin, TX 78723 USA","Austin","TX","78723","United States","512","(512)926-4900","800-373-7105","(512)926-2345","abc@herbalgram.org","http://abc.herbalgram.org/site/PageServer; http://www.facebook.com/HerbalGram; http://twitter.com/herbalgram"
"ABWXPM360080235","American Brahman Breeders Association (ABBA)","3003 S Loop W, Ste. 520","","","","","Houston, TX 77054 USA","Houston","TX","77054","United States","713","(713)349-0854","","(713)349-9795","abba@brahman.org","http://www.brahman.org; http://www.facebook.com/AmericanBrahman; http://twitter.com/BrahmanUSA"
"FZLVUD202306175","American Brahmousin Council (ABC)","PO Box 88","","","","","Whitesboro, TX 76273 USA","Whitesboro","TX","76273","United States","903; 202","(903)564-3995; (903)815-0321; (202)508-1018","","","rsopbc@gmail.com","http://www.brahmousin.org"
"KDBUXW680933639","American College of Emergency Physicians (ACEP)","4950 W. Royal Ln.","","","","","Irving, TX 75038-2522 USA","Irving","TX","75038-2522","United States","972","(972)550-0911","800-798-1822","(972)580-2816","membership@acep.org","http://www.acep.org; http://www.facebook.com/ACEPFan; http://www.linkedin.com/groups/51765/profile; http://twitter.com/acepnow"
"AGNINI309559661","American Concrete Pipe Association (ACPA)","8445 Freeport Pky., Ste. 350","","","","","Irving, TX 75063-2595 USA","Irving","TX","75063-2595","United States","972","(972)506-7216","","(972)506-7682","info@concrete-pipe.org","http://www.concrete-pipe.org; http://www.facebook.com/American-Concrete-Pipe-Association-282714290183"
"KATMLZ128823485","American Cowboy Culture Association (ACCA)","PO Box 6638","","","","","Lubbock, TX 79493 USA","Lubbock","TX","79493","United States","806","(806)798-7825","","","cowboysymposium@suddenlink.net","http://www.cowboy.org; http://www.facebook.com/pages/National-Cowboy-Symposium-Celebration/139049789462346"
"LJLAQK089871200","American Cuemakers Association (ACA)","125A Marshall Creek Rd.","","","","","Roanoke, TX 76262 USA","Roanoke","TX","76262","United States","817","(817)683-5652","","","aca@cuemakers.org","http://www.cuemakers.org"
"MVDERN049077932","American Cutting Horse Association (ACHA)","PO Box 2443","","","","","Brenham, TX 77834 USA","Brenham","TX","77834","United States","979","(979)836-3370","","(979)251-9971","achacutting@yahoo.com","http://www.achacutting.org; http://www.facebook.com/American-Cutting-Horse-Association-194143053952261"
